City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,huarmey,-10.0681,-78.1522,19.21,83,13,4.62,PE,1694136657
366,muscle shoals,34.7448,-87.6675,23.88,76,0,0.45,US,1694136657
367,langsa,4.4683,97.9683,29.74,66,69,0.82,ID,1694136658
368,kot radha kishan,31.1725,74.0997,28.06,55,0,2.25,PK,1694136658
369,cestos city,5.46,-9.5828,24.8,88,64,3.71,LR,1694136659
370,baie-comeau,49.2168,-68.1489,16.82,94,100,1.54,CA,1694136564
371,barcelos,41.5388,-8.6151,22.14,89,71,1.68,PT,1694136659
372,nouadhibou,20.931,-17.0347,24.99,78,85,3.6,MR,1694136660
373,chonchi,-42.6128,-73.8092,7.84,97,100,1.15,CL,1694136661
374,bhamo,24.2667,97.2333,28.82,73,47,0.78,MM,1694136661
375,sandnessjoen,66.0217,12.6316,14.29,97,100,9.51,NO,1694136662
376,phalodi,27.1333,72.3667,32.14,47,29,3.57,IN,1694136663
377,massawa,15.6097,39.45,33.19,61,92,3.82,ER,1694136664
378,san luis de la loma,17.2706,-100.8939,27.61,81,100,1.58,MX,1694136664
379,axtla de terrazas,21.4667,-98.85,27.06,84,31,1.89,MX,1694136665
380,vila franca do campo,37.7167,-25.4333,20.23,78,88,4.3,PT,1694136665
381,khmilnyk,49.5598,27.9575,10.47,47,4,1.59,UA,1694136666
382,revda,56.801,59.9303,9.71,98,100,1.83,RU,1694136667
383,tortoli,39.9256,9.6572,23.9,60,0,4.63,IT,1694136667
384,narasapur,16.45,81.6667,27.64,84,95,3.05,IN,1694136667
385,mil'kovo,55.6078,37.7956,11.86,64,100,4.86,RU,1694136668
386,sequim,48.0795,-123.1018,18.84,74,100,2.24,US,1694136668
387,carutapera,-1.195,-46.02,25.64,80,2,3.71,BR,1694136669
388,lodwar,3.1191,35.5973,24.24,71,32,3.29,KE,1694136669
389,albertina,-22.2008,-46.6158,17.27,57,100,2.72,BR,1694136669
390,maun,-19.9833,23.4167,13.98,41,0,1.54,BW,1694136670
391,pandan,14.0453,124.1694,31.06,63,100,0.83,PH,1694136670
392,bandarbeyla,9.4942,50.8122,25.37,82,97,10.29,SO,1694136671
393,morant bay,17.8815,-76.4093,28.79,80,71,2.48,JM,1694136671
394,lawton,34.6087,-98.3903,35.95,24,0,3.6,US,1694136672
395,uturoa,-16.7333,-151.4333,26.05,76,3,3.24,PF,1694136672
396,maya,11.2743,124.0579,29.35,69,7,1.71,PH,1694136672
397,salinas,36.6777,-121.6555,22.77,76,0,5.14,US,1694136673
398,arraial do cabo,-22.9661,-42.0278,20.77,93,67,5.91,BR,1694136668
399,aldinga beach,-35.2793,138.4604,12.37,54,37,8.9,AU,1694136674
400,deneysville,-26.8908,28.0971,9.57,10,100,1.08,ZA,1694136674
401,presidente medici,-11.1753,-61.9014,28.87,43,7,1.47,BR,1694136675
402,papao,-17.75,-149.55,27.82,77,12,5.87,PF,1694136675
403,murzuq,25.9155,13.9184,25.97,23,0,3.9,LY,1694136675
404,kyshtovka,56.555,76.6271,9.99,96,100,0.4,RU,1694136676
405,moussoro,13.6408,16.4901,31.34,46,48,3.59,TD,1694136676
406,kayes,14.0,-11.0,23.68,92,64,0.92,ML,1694136677
407,vernon,50.2581,-119.2691,26.24,34,99,1.03,CA,1694136574
408,newman,37.3138,-121.0208,32.38,30,0,2.68,US,1694136677
409,norderney,53.7,7.15,18.88,71,6,5.15,DE,1694136678
410,three points,32.0767,-111.3137,37.42,11,0,3.6,US,1694136678
411,kayattar,8.95,77.8,27.72,65,100,4.83,IN,1694136679
412,ingeniero jacobacci,-41.3427,-69.5448,4.56,76,99,6.53,AR,1694136679
413,castillos,-34.1667,-53.8333,13.99,99,100,1.49,UY,1694136680
414,hermansverk,61.1846,6.8502,15.25,76,75,1.03,NO,1694136680
415,praia da vitoria,38.7333,-27.0667,21.14,78,40,4.71,PT,1694136681
416,dhoro naro,25.5,69.5667,28.48,63,94,3.38,PK,1694136681
417,okakarara,-20.5833,17.4333,16.07,19,100,1.57,NA,1694136682
418,nadym,65.5333,72.5167,10.39,54,7,1.09,RU,1694136682
419,kirensk,57.7853,108.1119,8.28,76,98,0.64,RU,1694136683
420,namibe,-15.1961,12.1522,17.77,92,31,3.12,AO,1694136683
421,iskateley,67.6803,53.1512,5.53,92,66,3.12,RU,1694136684
422,yelm,46.942,-122.606,21.41,50,100,1.54,US,1694136540
423,rosarito,32.3333,-117.0333,28.15,73,3,3.93,MX,1694136684
424,kataysk,56.289,62.5841,13.45,68,100,3.71,RU,1694136685
425,kapa'a,22.0752,-159.319,29.71,63,0,6.17,US,1694136685
426,nampa,43.5407,-116.5635,30.66,36,0,3.6,US,1694136685
427,kavaratti,10.5669,72.642,27.33,82,100,7.5,IN,1694136686
428,ormond-by-the-sea,29.3491,-81.0665,28.33,84,0,0.89,US,1694136686
429,piacabucu,-10.4056,-36.4344,23.11,83,33,4.01,BR,1694136687
430,geneina,13.45,22.45,25.15,60,100,3.01,SD,1694136687
431,kotovo,50.3211,44.8012,7.08,65,8,3.27,RU,1694136687
432,holualoa,19.6228,-155.9522,28.21,74,20,4.63,US,1694136688
433,dukhan,25.4297,50.7858,32.6,69,0,4.17,QA,1694136688
434,businga,3.3333,20.8833,22.64,97,100,0.84,CD,1694136689
435,turbo,8.0937,-76.7269,27.07,90,100,2.67,CO,1694136689
436,susuman,62.7833,148.1667,8.26,62,92,0.8,RU,1694136690
437,ghanzi,-21.5667,21.7833,17.95,20,36,3.83,BW,1694136690
438,katsuura,35.1333,140.3,23.01,90,100,5.0,JP,1694136690
439,bouca,6.5105,18.2733,21.19,96,100,1.19,CF,1694136691
440,princeville,45.7668,-61.2985,19.62,97,100,3.13,CA,1694136691
441,mount darwin,-16.7725,31.5838,13.81,68,0,0.93,ZW,1694136692
442,novo aripuana,-5.1206,-60.3797,30.36,38,83,1.1,BR,1694136692
443,xiuyan,40.2928,123.2744,25.4,73,89,1.88,CN,1694136693
444,yung shue wan,22.2333,114.1167,26.29,96,100,5.99,HK,1694136693
445,bayganin,48.6947,55.8742,15.22,81,88,2.98,KZ,1694136694
446,san jose del guaviare,2.5729,-72.6459,23.66,84,100,0.85,CO,1694136694
447,archangelos,36.2149,28.1149,25.73,62,7,1.44,GR,1694136695
448,lompoc,34.6391,-120.4579,24.32,79,0,3.13,US,1694136631
449,pechora,65.1472,57.2244,10.67,90,84,1.24,RU,1694136695
450,kamina,-8.7386,24.9906,21.35,59,83,1.18,CD,1694136696
451,sosua,19.7667,-70.5167,28.95,84,40,0.0,DO,1694136696
452,forrest city,35.0081,-90.7898,21.92,55,0,1.88,US,1694136697
453,al wajh,26.2455,36.4525,29.97,66,0,2.06,SA,1694136697
454,tarinkot,32.6268,65.8733,22.09,12,0,1.72,AF,1694136698
455,cabo san lucas,22.8909,-109.9124,28.75,85,100,2.06,MX,1694136603
456,atafu village,-8.5421,-172.5159,28.52,70,76,4.89,TK,1694136698
457,san antonio de pale,-1.4014,5.6325,23.76,84,100,5.45,GQ,1694136699
458,karratha,-20.7377,116.8463,25.7,20,2,8.28,AU,1694136699
459,mooirivier,-29.2082,29.9946,10.64,38,52,0.92,ZA,1694136700
460,barberton,-25.7884,31.0532,14.03,70,0,1.68,ZA,1694136701
461,tuba city,36.135,-111.2399,29.65,25,0,3.24,US,1694136701
462,ghat,24.9647,10.1728,28.72,28,0,1.58,LY,1694136701
463,alesund,62.4723,6.1549,16.16,94,97,2.06,NO,1694136702
464,ulety,51.3572,112.4849,14.89,50,72,4.11,RU,1694136702
465,stornoway,58.2093,-6.3865,17.27,89,86,2.57,GB,1694136703
466,remire-montjoly,4.9167,-52.2667,27.02,83,20,1.54,GF,1694136703
467,meadow lakes,61.6247,-149.6011,10.76,85,100,2.06,US,1694136703
468,richards bay,-28.783,32.0377,16.76,70,1,2.99,ZA,1694136704
469,hirara,24.8,125.2833,28.15,83,75,5.14,JP,1694136704
470,gadzhiyevo,69.2551,33.3362,7.18,84,86,4.94,RU,1694136705
471,mananjary,-21.2167,48.3333,19.89,91,43,1.31,MG,1694136705
472,sarapul,56.4763,53.7978,6.32,89,100,3.32,RU,1694136705
473,tambacounda,13.7539,-13.7586,23.29,98,100,2.41,SN,1694136706
474,tubarjal,30.4999,38.216,27.18,25,0,4.61,SA,1694136706
475,cromer,52.9312,1.2989,14.0,75,97,1.25,GB,1694136707
476,kudahuvadhoo,2.6708,72.8944,27.81,75,100,3.17,MV,1694136707
477,pingliang,35.5392,106.6861,20.86,65,8,2.33,CN,1694136707
478,mata-utu,-13.2816,-176.1745,27.24,73,21,7.55,WF,1694136708
479,takaungu,-3.6837,39.8566,23.38,89,28,3.86,KE,1694136708
480,glace bay,46.1969,-59.957,19.49,98,100,3.6,CA,1694136438
481,amursk,50.2261,136.8994,22.42,57,100,10.63,RU,1694136709
482,sinton,28.0367,-97.5092,31.77,64,0,5.68,US,1694136709
483,kapuskasing,49.4169,-82.4331,9.05,81,40,4.63,CA,1694136710
484,shakawe,-18.3667,21.85,18.18,20,0,1.06,BW,1694136710
485,essaouira,31.5125,-9.77,18.72,94,40,1.03,MA,1694136711
486,kiunga,-6.1219,141.2906,22.88,96,100,0.74,PG,1694136711
487,flying fish cove,-10.4217,105.6791,24.82,78,100,5.14,CX,1694136712
488,tamanrasset,22.785,5.5228,26.95,26,40,2.06,DZ,1694136712
489,inyonga,-6.7167,32.0667,19.25,82,41,1.48,TZ,1694136712
490,kardla,58.9978,22.7492,16.14,83,100,4.99,EE,1694136713
491,hatillo,18.4863,-66.8254,28.21,89,46,0.45,PR,1694136713
492,perugorria,-29.3413,-58.6106,15.29,93,100,5.22,AR,1694136714
493,sweet home,44.3976,-122.7362,24.34,57,54,1.34,US,1694136714
494,mallawi,27.7314,30.8417,30.34,29,0,4.8,EG,1694136714
495,surahammar,59.7072,16.2219,14.59,94,95,2.37,SE,1694136715
496,clarence town,-32.5833,151.7833,17.21,66,95,6.98,AU,1694136715
497,talcahuano,-36.7167,-73.1167,9.82,100,75,1.03,CL,1694136716
498,yeed,4.55,43.0333,22.87,71,67,6.65,SO,1694136716
499,narasannapeta,18.4167,84.05,27.93,81,100,4.65,IN,1694136716
500,zag,46.9441,99.165,12.43,37,8,4.02,MN,1694136717
501,nantucket,41.2835,-70.0995,23.34,98,0,2.57,US,1694136718
502,broken hill,-31.95,141.4333,12.83,32,6,10.7,AU,1694136674
503,porto novo,6.4965,2.6036,25.9,91,53,3.22,BJ,1694136718
504,mongo,12.1844,18.693,27.3,65,100,1.87,TD,1694136719
505,east london,-33.0153,27.9116,16.39,54,62,0.81,ZA,1694136719
506,ocean city,39.2776,-74.5746,26.21,87,6,1.34,US,1694136602
507,la sarre,48.8002,-79.1996,7.97,97,100,5.19,CA,1694136720
508,kolondieba,11.0882,-6.8926,22.72,89,22,0.7,ML,1694136720
509,benxi,41.2886,123.765,26.18,52,93,2.53,CN,1694136686
510,ust'-kut,56.7938,105.7672,11.96,80,97,1.61,RU,1694136721
511,klyuchi,52.2667,79.1667,12.63,60,97,0.66,RU,1694136722
512,santa ana de yacuma,-13.75,-65.4333,30.3,30,12,2.73,BO,1694136722
513,altamira,-3.2033,-52.2064,27.11,55,68,1.43,BR,1694136678
514,scarborough,54.2797,-0.4044,14.96,92,100,0.89,GB,1694136723
515,lubang,13.8584,120.124,28.42,72,22,1.49,PH,1694136724
516,kawm umbu,24.4767,32.9463,33.04,16,0,2.65,EG,1694136724
517,boysun,38.2061,67.1986,20.0,22,0,1.68,UZ,1694136725
518,zaragoza,41.6561,-0.8773,22.79,57,0,2.57,ES,1694136623
519,hyesan,41.4017,128.1778,24.27,54,42,0.52,KP,1694136725
520,bridgewater,44.3835,-64.5155,19.82,95,0,1.03,CA,1694136695
521,santo antonio do leverger,-15.8656,-56.0767,29.21,44,10,1.72,BR,1694136726
522,olinda,-8.0089,-34.8553,23.85,88,75,4.63,BR,1694136727
523,sa pa,22.3402,103.8441,21.71,74,5,0.67,VN,1694136727
524,ishinomaki,38.4167,141.3,25.0,70,100,3.31,JP,1694136727
525,lucheng,31.2336,117.2806,28.02,71,0,4.54,CN,1694136728
526,kigonsera,-10.8,35.05,17.22,54,56,1.49,TZ,1694136728
527,laojunmiao,39.8333,97.7333,18.68,30,28,4.12,CN,1694136729
528,conceicao da barra,-18.5933,-39.7322,21.35,80,3,2.73,BR,1694136729
529,boyolangu,-8.1181,111.8935,26.6,64,55,4.09,ID,1694136729
530,alice springs,-23.7,133.8833,14.75,53,49,25.48,AU,1694136730
531,kamiiso,41.8167,140.65,25.21,69,75,7.72,JP,1694136730
532,kifri,34.6959,44.9661,29.79,20,0,2.36,IQ,1694136731
533,nova sintra,14.8667,-24.7167,24.59,81,70,8.97,CV,1694136731
534,seaside,36.6111,-121.8516,19.84,83,20,3.6,US,1694136731
535,mpika,-11.8343,31.4529,14.8,48,3,2.55,ZM,1694136732
536,kasempa,-13.4584,25.8338,16.78,35,0,2.41,ZM,1694136732
537,torghay,49.6339,63.4981,15.2,89,88,2.33,KZ,1694136733
538,sosnogorsk,63.6023,53.8817,12.6,96,100,1.72,RU,1694136733
539,manta,-0.95,-80.7333,24.88,78,100,5.14,EC,1694136733
540,kuragino,53.8975,92.6725,10.87,65,86,1.61,RU,1694136734
541,kaa-khem,51.6833,94.7333,11.96,60,79,0.6,RU,1694136734
542,khorixas,-20.3667,14.9667,19.48,40,95,2.72,NA,1694136735
543,turinsk,58.0458,63.696,8.44,78,8,2.78,RU,1694136735
544,kingston,17.997,-76.7936,28.53,86,40,5.14,JM,1694136582
545,viedma,-40.8135,-62.9967,7.84,84,3,4.49,AR,1694136737
546,chukhloma,58.7525,42.6825,6.32,94,100,4.64,RU,1694136738
547,novosergiyevka,52.0934,53.6528,7.44,89,7,3.2,RU,1694136738
548,yaren,-0.5472,166.916,28.99,74,100,6.12,NR,1694136738
549,pithora,21.2667,82.5167,24.86,88,99,2.07,IN,1694136739
550,manggar,-2.8833,108.2667,28.61,72,55,6.16,ID,1694136739
551,pangai,-19.8,-174.35,26.06,73,40,9.26,TO,1694136740
552,makary,12.5717,14.4666,28.81,52,64,2.69,CM,1694136740
553,crane,31.3974,-102.3501,32.61,28,0,5.52,US,1694136741
554,ares,-6.1944,-35.1603,24.05,87,9,4.52,BR,1694136741
555,kotido,2.9806,34.1331,19.48,77,73,2.09,UG,1694136741
556,usinsk,65.9939,57.5281,12.29,92,100,3.6,RU,1694136742
557,niort,46.3333,-0.3333,20.65,78,99,2.39,FR,1694136742
